O2 Optode #578																					
Record Time	Record Number	Sensor Status	O2Concentration [uM]	Status	AirSaturation [%]	Status	Temperature [Deg.C]	Status	CalPhase [Deg]	Status	TCPhase [Deg]	Status	C1RPh [Deg]	Status	C2RPh [Deg]	Status	C1Amp [mV]	Status	C2Amp [mV]	Status	RawTemp [mV]	Status	
2020-08-13 12.50.19	1711	(0) OK	2.428730E+02		7.693207E+01		1.488880E+01		3.383839E+01		3.383839E+01		4.097466E+01		7.136261E+00		7.802200E+02		7.497369E+02		2.936485E+02		
2020-08-13 12.51.20	1712	(0) OK	2.431652E+02		7.702361E+01		1.488820E+01		3.382452E+01		3.382452E+01		4.096312E+01		7.138603E+00		7.801444E+02		7.498005E+02		2.936685E+02		
2020-08-13 12.52.20	1713	(0) OK	2.425826E+02		7.685335E+01		1.489675E+01		3.384893E+01		3.384893E+01		4.098589E+01		7.136955E+00		7.805809E+02		7.497634E+02		2.933857E+02		
2020-08-13 12.53.20	1714	(0) OK	2.423636E+02		7.678605E+01		1.489800E+01		3.385900E+01		3.385900E+01		4.100153E+01		7.142525E+00		7.810894E+02		7.497488E+02		2.933443E+02		
2020-08-13 12.54.20	1715	(0) OK	2.414058E+02		7.646059E+01		1.488475E+01		3.391152E+01		3.391152E+01		4.105527E+01		7.143745E+00		7.830590E+02		7.496934E+02		2.937827E+02		
2020-08-13 12.55.20	1716	(0) OK	2.419778E+02		7.663097E+01		1.487823E+01		3.388656E+01		3.388656E+01		4.102705E+01		7.140495E+00		7.818087E+02		7.497401E+02		2.939981E+02		
2020-08-13 12.56.20	1717	(0) OK	2.419813E+02		7.664414E+01		1.488551E+01		3.388315E+01		3.388315E+01		4.102394E+01		7.140793E+00		7.817687E+02		7.496376E+02		2.937576E+02		
2020-08-13 12.57.20	1718	(0) OK	2.424472E+02		7.678850E+01		1.488357E+01		3.386137E+01		3.386137E+01		4.100218E+01		7.140808E+00		7.815842E+02		7.497561E+02		2.938216E+02		
2020-08-13 12.58.20	1719	(0) OK	2.425177E+02		7.680930E+01		1.488267E+01		3.385835E+01		3.385835E+01		4.098653E+01		7.128174E+00		7.807646E+02		7.497980E+02		2.938515E+02		
2020-08-13 12.59.20	1720	(0) OK	2.426397E+02		7.684556E+01		1.488123E+01		3.385307E+01		3.385307E+01		4.099019E+01		7.137115E+00		7.804457E+02		7.496850E+02		2.938990E+02		
2020-08-13 13.00.20	1721	(0) OK	2.425366E+02		7.680895E+01		1.487884E+01		3.385914E+01		3.385914E+01		4.099957E+01		7.140434E+00		7.805409E+02		7.497206E+02		2.939780E+02		
2020-08-13 13.01.19	1722	(0) OK	2.430963E+02		7.698176E+01		1.487618E+01		3.383321E+01		3.383321E+01		4.096568E+01		7.132477E+00		7.801448E+02		7.497327E+02		2.940660E+02		
2020-08-13 13.02.19	1723	(0) OK	2.427878E+02		7.690210E+01		1.488698E+01		3.384333E+01		3.384333E+01		4.098077E+01		7.137444E+00		7.804229E+02		7.497438E+02		2.937088E+02		
2020-08-13 13.03.20	1724	(0) OK	2.423927E+02		7.677573E+01		1.488626E+01		3.386282E+01		3.386282E+01		4.099452E+01		7.131706E+00		7.805423E+02		7.498170E+02		2.937327E+02		
2020-08-13 13.04.20	1725	(0) OK	2.429724E+02		7.695258E+01		1.488221E+01		3.383652E+01		3.383652E+01		4.097783E+01		7.141312E+00		7.804933E+02		7.497075E+02		2.938666E+02		
2020-08-13 13.05.20	1726	(0) OK	2.435187E+02		7.711843E+01		1.487793E+01		3.381200E+01		3.381200E+01		4.095293E+01		7.140923E+00		7.798601E+02		7.497457E+02		2.940081E+02		
2020-08-13 13.06.20	1727	(0) OK	2.435293E+02		7.712151E+01		1.487775E+01		3.381157E+01		3.381157E+01		4.095061E+01		7.139038E+00		7.799078E+02		7.497232E+02		2.940140E+02		
2020-08-13 13.07.20	1728	(0) OK	2.438443E+02		7.721656E+01		1.487494E+01		3.379762E+01		3.379762E+01		4.093660E+01		7.138977E+00		7.794871E+02		7.498069E+02		2.941070E+02		
2020-08-13 13.08.20	1729	(0) OK	2.440703E+02		7.728853E+01		1.487517E+01		3.378663E+01		3.378663E+01		4.092822E+01		7.141594E+00		7.793275E+02		7.497744E+02		2.940993E+02		
2020-08-13 13.09.20	1730	(0) OK	2.442676E+02		7.735484E+01		1.487748E+01		3.377610E+01		3.377610E+01		4.091588E+01		7.139778E+00		7.779836E+02		7.495803E+02		2.940229E+02		
2020-08-13 13.10.20	1731	(0) OK	2.432723E+02		7.706392E+01		1.489199E+01		3.381765E+01		3.381765E+01		4.095848E+01		7.140831E+00		7.790099E+02		7.496402E+02		2.935432E+02		
2020-08-13 13.11.20	1732	(0) OK	2.427745E+02		7.691697E+01		1.489845E+01		3.383887E+01		3.383887E+01		4.097438E+01		7.135513E+00		7.800571E+02		7.496278E+02		2.933294E+02		
2020-08-13 13.12.20	1733	(0) OK	2.422925E+02		7.675870E+01		1.489510E+01		3.386375E+01		3.386375E+01		4.099867E+01		7.134926E+00		7.805514E+02		7.495689E+02		2.934402E+02		
2020-08-13 13.13.20	1734	(0) OK	2.417311E+02		7.658379E+01		1.489688E+01		3.389026E+01		3.389026E+01		4.102852E+01		7.138260E+00		7.816016E+02		7.495506E+02		2.933814E+02		
2020-08-13 13.14.20	1735	(0) OK	2.427050E+02		7.685393E+01		1.487384E+01		3.385320E+01		3.385320E+01		4.100368E+01		7.150475E+00		7.807818E+02		7.495571E+02		2.941433E+02		
2020-08-13 13.15.20	1736	(0) OK	2.435159E+02		7.712183E+01		1.488051E+01		3.381100E+01		3.381100E+01		4.095175E+01		7.140755E+00		7.795461E+02		7.495349E+02		2.939229E+02		
2020-08-13 13.16.19	1737	(0) OK	2.433964E+02		7.708859E+01		1.488325E+01		3.381554E+01		3.381554E+01		4.095683E+01		7.141289E+00		7.793215E+02		7.495417E+02		2.938321E+02		
2020-08-13 13.17.20	1738	(0) OK	2.435146E+02		7.713200E+01		1.488680E+01		3.380825E+01		3.380825E+01		4.095030E+01		7.142052E+00		7.795723E+02		7.496415E+02		2.937146E+02		
2020-08-13 13.18.20	1739	(0) OK	2.434493E+02		7.709555E+01		1.487737E+01		3.381561E+01		3.381561E+01		4.095377E+01		7.138161E+00		7.796460E+02		7.496475E+02		2.940267E+02		
2020-08-13 13.19.20	1740	(0) OK	2.435245E+02		7.712405E+01		1.488018E+01		3.381072E+01		3.381072E+01		4.095149E+01		7.140770E+00		7.794524E+02		7.495280E+02		2.939335E+02		
2020-08-13 13.20.20	1741	(0) OK	2.436208E+02		7.716384E+01		1.488575E+01		3.380360E+01		3.380360E+01		4.094946E+01		7.145866E+00		7.797633E+02		7.496745E+02		2.937495E+02		
2020-08-13 13.21.20	1742	(0) OK	2.430578E+02		7.699367E+01		1.489062E+01		3.382864E+01		3.382864E+01		4.096861E+01		7.139977E+00		7.801412E+02		7.496279E+02		2.935884E+02		
2020-08-13 13.22.20	1743	(0) OK	2.428908E+02		7.693267E+01		1.488577E+01		3.383888E+01		3.383888E+01		4.097591E+01		7.137024E+00		7.805024E+02		7.495975E+02		2.937488E+02		
2020-08-13 13.23.20	1744	(0) OK	2.429915E+02		7.696208E+01		1.488427E+01		3.383467E+01		3.383467E+01		4.098247E+01		7.147797E+00		7.803769E+02		7.496291E+02		2.937983E+02		
2020-08-13 13.24.20	1745	(0) OK	2.426397E+02		7.685065E+01		1.488426E+01		3.385172E+01		3.385172E+01		4.098965E+01		7.137932E+00		7.802996E+02		7.496573E+02		2.937986E+02		
2020-08-13 13.25.20	1746	(0) OK	2.424866E+02		7.681354E+01		1.489112E+01		3.385609E+01		3.385609E+01		4.098871E+01		7.132614E+00		7.809767E+02		7.495989E+02		2.935717E+02		
2020-08-13 13.26.20	1747	(0) OK	2.422540E+02		7.673624E+01		1.488894E+01		3.386836E+01		3.386836E+01		4.100850E+01		7.140137E+00		7.811265E+02		7.496771E+02		2.936441E+02		
2020-08-13 13.27.20	1748	(0) OK	2.422302E+02		7.672504E+01		1.488674E+01		3.387050E+01		3.387050E+01		4.100838E+01		7.137878E+00		7.814591E+02		7.495657E+02		2.937167E+02		
2020-08-13 13.28.20	1749	(0) OK	2.423847E+02		7.676395E+01		1.488070E+01		3.386568E+01		3.386568E+01		4.100816E+01		7.142479E+00		7.809296E+02		7.496948E+02		2.939166E+02		
2020-08-13 13.29.20	1750	(0) OK	2.430650E+02		7.694468E+01		1.485988E+01		3.384198E+01		3.384198E+01		4.097876E+01		7.136780E+00		7.804009E+02		7.494998E+02		2.946049E+02		
2020-08-13 13.30.19	1751	(0) OK	2.440592E+02		7.726218E+01		1.486154E+01		3.379323E+01		3.379323E+01		4.092758E+01		7.134354E+00		7.785209E+02		7.495903E+02		2.945501E+02		
2020-08-13 13.31.20	1752	(0) OK	2.445845E+02		7.742036E+01		1.485671E+01		3.377010E+01		3.377010E+01		4.091147E+01		7.141365E+00		7.778244E+02		7.495417E+02		2.947098E+02		
2020-08-13 13.32.20	1753	(0) OK	2.440063E+02		7.726556E+01		1.487356E+01		3.379043E+01		3.379043E+01		4.092470E+01		7.134270E+00		7.784055E+02		7.495942E+02		2.941526E+02		
2020-08-13 13.33.20	1754	(0) OK	2.438883E+02		7.724091E+01		1.488116E+01		3.379273E+01		3.379273E+01		4.093398E+01		7.141243E+00		7.790974E+02		7.496740E+02		2.939014E+02		
2020-08-13 13.34.20	1755	(0) OK	2.427385E+02		7.687814E+01		1.488199E+01		3.384795E+01		3.384795E+01		4.098123E+01		7.133286E+00		7.806027E+02		7.495074E+02		2.938739E+02		
2020-08-13 13.35.20	1756	(0) OK	2.431105E+02		7.699131E+01		1.487922E+01		3.383116E+01		3.383116E+01		4.097614E+01		7.144974E+00		7.805721E+02		7.497703E+02		2.939654E+02		
2020-08-13 13.36.20	1757	(0) OK	2.430822E+02		7.698082E+01		1.487830E+01		3.383294E+01		3.383294E+01		4.097284E+01		7.139900E+00		7.807669E+02		7.494822E+02		2.939958E+02		
2020-08-13 13.37.20	1758	(0) OK	2.427852E+02		7.690033E+01		1.488644E+01		3.384370E+01		3.384370E+01		4.098366E+01		7.139954E+00		7.806642E+02		7.497190E+02		2.937268E+02		
2020-08-13 13.38.20	1759	(0) OK	2.419156E+02		7.664108E+01		1.489617E+01		3.388159E+01		3.388159E+01		4.101891E+01		7.137314E+00		7.815590E+02		7.495889E+02		2.934048E+02		
2020-08-13 13.39.20	1760	(0) OK	2.412568E+02		7.644292E+01		1.490257E+01		3.391085E+01		3.391085E+01		4.105008E+01		7.139229E+00		7.830407E+02		7.497576E+02		2.931933E+02		
2020-08-13 13.40.20	1761	(0) OK	2.411688E+02		7.639458E+01		1.489020E+01		3.392066E+01		3.392066E+01		4.106319E+01		7.142525E+00		7.832292E+02		7.496838E+02		2.936024E+02		
2020-08-13 13.41.20	1762	(0) OK	2.412876E+02		7.643256E+01		1.489042E+01		3.391476E+01		3.391476E+01		4.104861E+01		7.133850E+00		7.826895E+02		7.495881E+02		2.935951E+02		
2020-08-13 13.42.19	1763	(0) OK	2.411847E+02		7.640831E+01		1.489545E+01		3.391754E+01		3.391754E+01		4.105093E+01		7.133392E+00		7.825327E+02		7.495214E+02		2.934287E+02		
2020-08-13 13.43.19	1764	(0) OK	2.409743E+02		7.634363E+01		1.489665E+01		3.392728E+01		3.392728E+01		4.106505E+01		7.137764E+00		7.833459E+02		7.496501E+02		2.933890E+02		
2020-08-13 13.44.20	1765	(0) OK	2.412885E+02		7.641447E+01		1.487930E+01		3.391967E+01		3.391967E+01		4.105469E+01		7.135017E+00		7.830031E+02		7.496199E+02		2.939627E+02		
2020-08-13 13.45.20	1766	(0) OK	2.420592E+02		7.664851E+01		1.487326E+01		3.388481E+01		3.388481E+01		4.102310E+01		7.138290E+00		7.816323E+02		7.496043E+02		2.941625E+02		
2020-08-13 13.46.20	1767	(0) OK	2.424989E+02		7.680950E+01		1.488636E+01		3.385762E+01		3.385762E+01		4.099109E+01		7.133469E+00		7.807952E+02		7.495892E+02		2.937292E+02		
2020-08-13 13.47.20	1768	(0) OK	2.423371E+02		7.676170E+01		1.488842E+01		3.386456E+01		3.386456E+01		4.100400E+01		7.139442E+00		7.816389E+02		7.495803E+02		2.936610E+02		
2020-08-13 13.48.20	1769	(0) OK	2.423262E+02		7.673502E+01		1.487445E+01		3.387131E+01		3.387131E+01		4.101126E+01		7.139954E+00		7.814254E+02		7.496426E+02		2.941231E+02		
2020-08-13 13.49.20	1770	(0) OK	2.427898E+02		7.687420E+01		1.486988E+01		3.385085E+01		3.385085E+01		4.098662E+01		7.135765E+00		7.808223E+02		7.496024E+02		2.942744E+02		
2020-08-13 13.50.20	1771	(0) OK	2.431004E+02		7.697844E+01		1.487341E+01		3.383424E+01		3.383424E+01		4.096764E+01		7.133400E+00		7.800215E+02		7.495582E+02		2.941575E+02		
2020-08-13 13.51.20	1772	(0) OK	2.429417E+02		7.694247E+01		1.488199E+01		3.383810E+01		3.383810E+01		4.097298E+01		7.134872E+00		7.785311E+02		7.493088E+02		2.938738E+02		
2020-08-13 13.52.20	1773	(0) OK	2.418665E+02		7.663182E+01		1.489997E+01		3.388229E+01		3.388229E+01		4.101642E+01		7.134132E+00		7.807179E+02		7.492139E+02		2.932790E+02		
2020-08-13 13.53.20	1774	(0) OK	2.411047E+02		7.638313E+01		1.489554E+01		3.392141E+01		3.392141E+01		4.106259E+01		7.141182E+00		7.826297E+02		7.491674E+02		2.934257E+02		
2020-08-13 13.54.20	1775	(0) OK	2.414888E+02		7.647865E+01		1.487977E+01		3.390969E+01		3.390969E+01		4.104735E+01		7.137657E+00		7.820914E+02		7.492051E+02		2.939472E+02		
2020-08-13 13.55.20	1776	(0) OK	2.421724E+02		7.668262E+01		1.487224E+01		3.387977E+01		3.387977E+01		4.101807E+01		7.138298E+00		7.812586E+02		7.492249E+02		2.941964E+02		
2020-08-13 13.56.19	1777	(0) OK	2.429553E+02		7.694438E+01		1.488055E+01		3.383808E+01		3.383808E+01		4.097507E+01		7.136986E+00		7.799612E+02		7.491907E+02		2.939214E+02		
2020-08-13 13.57.19	1778	(0) OK	2.433639E+02		7.709168E+01		1.489126E+01		3.381355E+01		3.381355E+01		4.095473E+01		7.141174E+00		7.796766E+02		7.491672E+02		2.935674E+02		
2020-08-13 13.58.20	1779	(0) OK	2.431894E+02		7.703728E+01		1.489180E+01		3.382175E+01		3.382175E+01		4.096185E+01		7.140106E+00		7.799874E+02		7.492227E+02		2.935495E+02		
2020-08-13 13.59.20	1780	(0) OK	2.431287E+02		7.701122E+01		1.488768E+01		3.382652E+01		3.382652E+01		4.096486E+01		7.138344E+00		7.799315E+02		7.491416E+02		2.936855E+02		
2020-08-13 14.00.20	1781	(0) OK	2.433667E+02		7.708854E+01		1.488886E+01		3.381448E+01		3.381448E+01		4.095058E+01		7.136093E+00		7.792205E+02		7.490715E+02		2.936466E+02		
2020-08-13 14.01.20	1782	(0) OK	2.431055E+02		7.700212E+01		1.488663E+01		3.382810E+01		3.382810E+01		4.096281E+01		7.134712E+00		7.797003E+02		7.491330E+02		2.937204E+02		
2020-08-13 14.02.20	1783	(0) OK	2.430455E+02		7.697192E+01		1.487992E+01		3.383399E+01		3.383399E+01		4.097267E+01		7.138680E+00		7.799596E+02		7.490815E+02		2.939422E+02		
2020-08-13 14.03.20	1784	(0) OK	2.438475E+02		7.721359E+01		1.487256E+01		3.379853E+01		3.379853E+01		4.093723E+01		7.138695E+00		7.782797E+02		7.490462E+02		2.941858E+02		
2020-08-13 14.04.20	1785	(0) OK	2.440752E+02		7.731333E+01		1.488908E+01		3.378020E+01		3.378020E+01		4.091782E+01		7.137611E+00		7.781444E+02		7.491282E+02		2.936393E+02		
2020-08-13 14.05.20	1786	(0) OK	2.435508E+02		7.715177E+01		1.489179E+01		3.380428E+01		3.380428E+01		4.094965E+01		7.145363E+00		7.791954E+02		7.491346E+02		2.935496E+02		
2020-08-13 14.06.20	1787	(0) OK	2.434647E+02		7.710490E+01		1.488008E+01		3.381366E+01		3.381366E+01		4.095505E+01		7.141388E+00		7.793050E+02		7.491824E+02		2.939370E+02		
2020-08-13 14.07.20	1788	(0) OK	2.447801E+02		7.747307E+01		1.485123E+01		3.376315E+01		3.376315E+01		4.089859E+01		7.135445E+00		7.778758E+02		7.490911E+02		2.948912E+02		
2020-08-13 14.08.20	1789	(0) OK	2.465399E+02		7.801924E+01		1.484486E+01		3.368184E+01		3.368184E+01		4.081897E+01		7.137131E+00		7.754263E+02		7.490193E+02		2.951017E+02		
2020-08-13 14.09.20	1790	(0) OK	2.463478E+02		7.801283E+01		1.487700E+01		3.367671E+01		3.367671E+01		4.081277E+01		7.136063E+00		7.750610E+02		7.491818E+02		2.940388E+02		
2020-08-13 14.10.19	1791	(0) OK	2.450908E+02		7.763380E+01		1.488833E+01		3.373175E+01		3.373175E+01		4.086867E+01		7.136917E+00		7.773543E+02		7.491864E+02		2.936642E+02		
2020-08-13 14.11.20	1792	(0) OK	2.439891E+02		7.727756E+01		1.488396E+01		3.378663E+01		3.378663E+01		4.092189E+01		7.135262E+00		7.780025E+02		7.493065E+02		2.938087E+02		
2020-08-13 14.12.20	1793	(0) OK	2.443078E+02		7.735934E+01		1.487255E+01		3.377636E+01		3.377636E+01		4.092227E+01		7.145912E+00		7.781035E+02		7.492447E+02		2.941860E+02		
2020-08-13 14.13.20	1794	(0) OK	2.445214E+02		7.742299E+01		1.487016E+01		3.376715E+01		3.376715E+01		4.090419E+01		7.137039E+00		7.776103E+02		7.491667E+02		2.942650E+02		
2020-08-13 14.14.20	1795	(0) OK	2.447778E+02		7.752216E+01		1.488088E+01		3.375007E+01		3.375007E+01		4.088484E+01		7.134773E+00		7.776846E+02		7.491857E+02		2.939105E+02		
2020-08-13 14.15.20	1796	(0) OK	2.438898E+02		7.723724E+01		1.487868E+01		3.379376E+01		3.379376E+01		4.092694E+01		7.133179E+00		7.787462E+02		7.492262E+02		2.939832E+02		
2020-08-13 14.16.20	1797	(0) OK	2.440588E+02		7.727827E+01		1.487124E+01		3.378893E+01		3.378893E+01		4.092755E+01		7.138618E+00		7.791155E+02		7.492538E+02		2.942293E+02		
2020-08-13 14.17.20	1798	(0) OK	2.442000E+02		7.731509E+01		1.486652E+01		3.378423E+01		3.378423E+01		4.091901E+01		7.134773E+00		7.788756E+02		7.490602E+02		2.943855E+02		
2020-08-13 14.18.20	1799	(0) OK	2.446282E+02		7.746385E+01		1.487440E+01		3.376014E+01		3.376014E+01		4.089644E+01		7.136299E+00		7.777834E+02		7.491949E+02		2.941250E+02		
2020-08-13 14.19.20	1800	(0) OK	2.438254E+02		7.723937E+01		1.489216E+01		3.379087E+01		3.379087E+01		4.093127E+01		7.140404E+00		7.790229E+02		7.492838E+02		2.935376E+02		
2020-08-13 14.20.20	1801	(0) OK	2.426846E+02		7.687733E+01		1.489174E+01		3.384621E+01		3.384621E+01		4.099055E+01		7.144341E+00		7.807503E+02		7.493007E+02		2.935513E+02		
2020-08-13 14.21.20	1802	(0) OK	2.424547E+02		7.678103E+01		1.487766E+01		3.386364E+01		3.386364E+01		4.099586E+01		7.132225E+00		7.810356E+02		7.491837E+02		2.940170E+02		
2020-08-13 14.22.19	1803	(0) OK	2.434298E+02		7.706453E+01		1.486253E+01		3.382316E+01		3.382316E+01		4.096080E+01		7.137642E+00		7.785046E+02		7.501068E+02		2.945175E+02		
2020-08-13 14.23.20	1804	(0) OK	2.441380E+02		7.729933E+01		1.486884E+01		3.378619E+01		3.378619E+01		4.091602E+01		7.129829E+00		7.777055E+02		7.494993E+02		2.943086E+02		
2020-08-13 14.24.20	1805	(0) OK	2.449926E+02		7.753310E+01		1.484692E+01		3.375487E+01		3.375487E+01		4.089423E+01		7.139359E+00		7.772312E+02		7.494708E+02		2.950338E+02		
2020-08-13 14.25.20	1806	(0) OK	2.459677E+02		7.783222E+01		1.484134E+01		3.371069E+01		3.371069E+01		4.084563E+01		7.134941E+00		7.752829E+02		7.495097E+02		2.952180E+02		
2020-08-13 14.26.20	1807	(0) OK	2.460276E+02		7.786900E+01		1.485190E+01		3.370313E+01		3.370313E+01		4.083418E+01		7.131050E+00		7.749266E+02		7.496241E+02		2.948689E+02		
2020-08-13 14.27.20	1808	(0) OK	2.456625E+02		7.777943E+01		1.486732E+01		3.371372E+01		3.371372E+01		4.085239E+01		7.138664E+00		7.757938E+02		7.496735E+02		2.943591E+02		
2020-08-13 14.28.20	1809	(0) OK	2.448811E+02		7.755472E+01		1.488080E+01		3.374515E+01		3.374515E+01		4.088579E+01		7.140640E+00		7.774819E+02		7.496953E+02		2.939133E+02		
2020-08-13 14.29.20	1810	(0) OK	2.433935E+02		7.709465E+01		1.488743E+01		3.381383E+01		3.381383E+01		4.094986E+01		7.136032E+00		7.789613E+02		7.498742E+02		2.936941E+02		
2020-08-13 14.30.20	1811	(0) OK	2.428632E+02		7.691239E+01		1.487885E+01		3.384330E+01		3.384330E+01		4.097617E+01		7.132866E+00		7.797231E+02		7.497122E+02		2.939776E+02		
2020-08-13 14.31.20	1812	(0) OK	2.432304E+02		7.699246E+01		1.485715E+01		3.383519E+01		3.383519E+01		4.096744E+01		7.132248E+00		7.794982E+02		7.497171E+02		2.946953E+02		
2020-08-13 14.32.20	1813	(0) OK	2.444250E+02		7.736501E+01		1.485384E+01		3.377905E+01		3.377905E+01		4.092242E+01		7.143372E+00		7.780565E+02		7.495859E+02		2.948050E+02		
2020-08-13 14.33.20	1814	(0) OK	2.443079E+02		7.734410E+01		1.486346E+01		3.378040E+01		3.378040E+01		4.091432E+01		7.133919E+00		7.776321E+02		7.496057E+02		2.944866E+02		
2020-08-13 14.34.20	1815	(0) OK	2.442605E+02		7.733729E+01		1.486834E+01		3.378051E+01		3.378051E+01		4.091512E+01		7.134605E+00		7.776049E+02		7.496656E+02		2.943251E+02		
2020-08-13 14.35.20	1816	(0) OK	2.443236E+02		7.737248E+01		1.487741E+01		3.377344E+01		3.377344E+01		4.091464E+01		7.141205E+00		7.780097E+02		7.496638E+02		2.940253E+02		
2020-08-13 14.36.19	1817	(0) OK	2.429444E+02		7.696223E+01		1.489332E+01		3.383292E+01		3.383292E+01		4.097334E+01		7.140419E+00		7.794706E+02		7.496949E+02		2.934991E+02		
2020-08-13 14.37.20	1818	(0) OK	2.421996E+02		7.671796E+01		1.488829E+01		3.387129E+01		3.387129E+01		4.101251E+01		7.141220E+00		7.808527E+02		7.496524E+02		2.936654E+02		
2020-08-13 14.38.20	1819	(0) OK	2.424664E+02		7.677618E+01		1.487250E+01		3.386537E+01		3.386537E+01		4.100533E+01		7.139954E+00		7.809598E+02		7.496173E+02		2.941877E+02		
2020-08-13 14.39.20	1820	(0) OK	2.428018E+02		7.687270E+01		1.486669E+01		3.385169E+01		3.385169E+01		4.098141E+01		7.129723E+00		7.797645E+02		7.496482E+02		2.943798E+02		
2020-08-13 14.40.20	1821	(0) OK	2.430384E+02		7.697874E+01		1.488538E+01		3.383191E+01		3.383191E+01		4.097159E+01		7.139679E+00		7.800830E+02		7.496461E+02		2.937616E+02		
2020-08-13 14.41.20	1822	(0) OK	2.421221E+02		7.670999E+01		1.489827E+01		3.387061E+01		3.387061E+01		4.101234E+01		7.141731E+00		7.811359E+02		7.496511E+02		2.933353E+02		
2020-08-13 14.42.20	1823	(0) OK	2.417812E+02		7.658253E+01		1.488656E+01		3.389242E+01		3.389242E+01		4.102890E+01		7.136482E+00		7.819073E+02		7.496659E+02		2.937226E+02		
2020-08-13 14.43.20	1824	(0) OK	2.429077E+02		7.690470E+01		1.486577E+01		3.384697E+01		3.384697E+01		4.097966E+01		7.132690E+00		7.802698E+02		7.495443E+02		2.944102E+02		
2020-08-13 14.44.20	1825	(0) OK	2.435541E+02		7.712909E+01		1.487760E+01		3.381044E+01		3.381044E+01		4.094475E+01		7.134308E+00		7.790807E+02		7.495980E+02		2.940191E+02		
2020-08-13 14.45.20	1826	(0) OK	2.424493E+02		7.680066E+01		1.489046E+01		3.385820E+01		3.385820E+01		4.099326E+01		7.135056E+00		7.802318E+02		7.496292E+02		2.935937E+02		
2020-08-13 14.46.20	1827	(0) OK	2.433590E+02		7.704457E+01		1.486399E+01		3.382593E+01		3.382593E+01		4.096286E+01		7.136932E+00		7.792864E+02		7.494969E+02		2.944690E+02		
2020-08-13 14.47.20	1828	(0) OK	2.472347E+02		7.824713E+01		1.484957E+01		3.364672E+01		3.364672E+01		4.078334E+01		7.136620E+00		7.739169E+02		7.495033E+02		2.949459E+02		
2020-08-13 14.48.20	1829	(0) OK	2.513420E+02		7.954147E+01		1.484635E+01		3.345512E+01		3.345512E+01		4.059038E+01		7.135262E+00		7.685074E+02		7.494760E+02		2.950526E+02		
2020-08-13 14.49.20	1830	(0) OK	2.533271E+02		8.018174E+01		1.485326E+01		3.336009E+01		3.336009E+01		4.049982E+01		7.139725E+00		7.656414E+02		7.495396E+02		2.948239E+02		
2020-08-13 14.50.19	1831	(0) OK	2.543336E+02		8.051006E+01		1.485885E+01		3.331133E+01		3.331133E+01		4.045393E+01		7.142609E+00		7.637050E+02		7.496010E+02		2.946390E+02		
2020-08-13 14.51.20	1832	(0) OK	2.548334E+02		8.065755E+01		1.485274E+01		3.329111E+01		3.329111E+01		4.042575E+01		7.134636E+00		7.631698E+02		7.497381E+02		2.948413E+02		
2020-08-13 14.52.20	1833	(0) OK	2.576186E+02		8.153873E+01		1.485250E+01		3.316451E+01		3.316451E+01		4.030267E+01		7.138161E+00		7.589920E+02		7.497556E+02		2.948490E+02		
2020-08-13 14.53.20	1834	(0) OK	2.579506E+02		8.166595E+01		1.486502E+01		3.314400E+01		3.314400E+01		4.028224E+01		7.138237E+00		7.588557E+02		7.497075E+02		2.944351E+02		
2020-08-13 14.54.20	1835	(0) OK	2.558935E+02		8.101682E+01		1.486623E+01		3.323675E+01		3.323675E+01		4.038275E+01		7.146004E+00		7.621274E+02		7.496931E+02		2.943952E+02		
2020-08-13 14.55.20	1836	(0) OK	2.551994E+02		8.079155E+01		1.486310E+01		3.326980E+01		3.326980E+01		4.040674E+01		7.136940E+00		7.627842E+02		7.497287E+02		2.944985E+02		
2020-08-13 14.56.20	1837	(0) OK	2.597260E+02		8.219822E+01		1.484831E+01		3.307156E+01		3.307156E+01		4.020966E+01		7.138092E+00		7.569407E+02		7.497196E+02		2.949878E+02		
2020-08-13 14.57.20	1838	(0) OK	2.632178E+02		8.330704E+01		1.485037E+01		3.291561E+01		3.291561E+01		4.004924E+01		7.133629E+00		7.518212E+02		7.497081E+02		2.949196E+02		
2020-08-13 14.58.20	1839	(0) OK	2.637748E+02		8.350234E+01		1.486088E+01		3.288650E+01		3.288650E+01		4.002373E+01		7.137230E+00		7.507481E+02		7.497172E+02		2.945719E+02		
2020-08-13 14.59.20	1840	(0) OK	2.623182E+02		8.303998E+01		1.486016E+01		3.295102E+01		3.295102E+01		4.008501E+01		7.133987E+00		7.528163E+02		7.497997E+02		2.945957E+02		
2020-08-13 15.00.20	1841	(0) OK	2.621194E+02		8.298215E+01		1.486301E+01		3.295857E+01		3.295857E+01		4.009709E+01		7.138519E+00		7.530015E+02		7.497690E+02		2.945017E+02		
2020-08-13 15.01.20	1842	(0) OK	2.632649E+02		8.332553E+01		1.485237E+01		3.291266E+01		3.291266E+01		4.004655E+01		7.133896E+00		7.514938E+02		7.496710E+02		2.948536E+02		
2020-08-13 15.02.20	1843	(0) OK	2.650035E+02		8.387617E+01		1.485255E+01		3.283631E+01		3.283631E+01		3.997998E+01		7.143669E+00		7.496221E+02		7.497852E+02		2.948475E+02		
2020-08-13 15.03.19	1844	(0) OK	2.645985E+02		8.376632E+01		1.486264E+01		3.284961E+01		3.284961E+01		3.998207E+01		7.132462E+00		7.496010E+02		7.498372E+02		2.945139E+02		
