O2 Optode #578																					
Record Time	Record Number	Sensor Status	O2Concentration [uM]	Status	AirSaturation [%]	Status	Temperature [Deg.C]	Status	CalPhase [Deg]	Status	TCPhase [Deg]	Status	C1RPh [Deg]	Status	C2RPh [Deg]	Status	C1Amp [mV]	Status	C2Amp [mV]	Status	RawTemp [mV]	Status	
2020-08-15 05.16.20	4137	(0) OK	2.723827E+02		8.622449E+01		1.485937E+01		3.251627E+01		3.251627E+01		3.965327E+01		7.137009E+00		7.409258E+02		7.523013E+02		2.946219E+02		
2020-08-15 05.17.20	4138	(0) OK	2.714780E+02		8.594002E+01		1.486037E+01		3.255414E+01		3.255414E+01		3.968298E+01		7.128845E+00		7.420116E+02		7.524216E+02		2.945889E+02		
2020-08-15 05.18.20	4139	(0) OK	2.710970E+02		8.581734E+01		1.485928E+01		3.257079E+01		3.257079E+01		3.970711E+01		7.136314E+00		7.427489E+02		7.522727E+02		2.946248E+02		
2020-08-15 05.19.20	4140	(0) OK	2.708275E+02		8.573254E+01		1.485956E+01		3.258213E+01		3.258213E+01		3.971465E+01		7.132515E+00		7.428060E+02		7.524111E+02		2.946157E+02		
2020-08-15 05.20.20	4141	(0) OK	2.706261E+02		8.566865E+01		1.485948E+01		3.259074E+01		3.259074E+01		3.971893E+01		7.128197E+00		7.431762E+02		7.523964E+02		2.946182E+02		
2020-08-15 05.21.20	4142	(0) OK	2.706665E+02		8.568312E+01		1.486037E+01		3.258863E+01		3.258863E+01		3.971700E+01		7.128365E+00		7.429532E+02		7.524681E+02		2.945888E+02		
2020-08-15 05.22.20	4143	(0) OK	2.705694E+02		8.565039E+01		1.485932E+01		3.259322E+01		3.259322E+01		3.972838E+01		7.135155E+00		7.434622E+02		7.525146E+02		2.946234E+02		
2020-08-15 05.23.20	4144	(0) OK	2.703403E+02		8.557772E+01		1.485923E+01		3.260303E+01		3.260303E+01		3.973347E+01		7.130447E+00		7.435189E+02		7.525027E+02		2.946265E+02		
2020-08-15 05.24.20	4145	(0) OK	2.707436E+02		8.570444E+01		1.485873E+01		3.258607E+01		3.258607E+01		3.971931E+01		7.133247E+00		7.431793E+02		7.524838E+02		2.946432E+02		
2020-08-15 05.25.20	4146	(0) OK	2.709179E+02		8.575703E+01		1.485734E+01		3.257925E+01		3.257925E+01		3.970685E+01		7.127602E+00		7.428656E+02		7.522847E+02		2.946890E+02		
2020-08-15 05.26.20	4147	(0) OK	2.713163E+02		8.588134E+01		1.485636E+01		3.256274E+01		3.256274E+01		3.968929E+01		7.126541E+00		7.420107E+02		7.523357E+02		2.947216E+02		
2020-08-15 05.27.20	4148	(0) OK	2.723376E+02		8.620372E+01		1.485589E+01		3.251968E+01		3.251968E+01		3.965509E+01		7.135406E+00		7.410893E+02		7.524385E+02		2.947370E+02		
2020-08-15 05.28.20	4149	(0) OK	2.725292E+02		8.626434E+01		1.485587E+01		3.251160E+01		3.251160E+01		3.964153E+01		7.129929E+00		7.407628E+02		7.525927E+02		2.947377E+02		
2020-08-15 05.29.20	4150	(0) OK	2.719883E+02		8.609074E+01		1.485458E+01		3.253503E+01		3.253503E+01		3.966660E+01		7.131569E+00		7.413952E+02		7.522869E+02		2.947804E+02		
2020-08-15 05.30.20	4151	(0) OK	2.721275E+02		8.613503E+01		1.485472E+01		3.252908E+01		3.252908E+01		3.965532E+01		7.126244E+00		7.415759E+02		7.523294E+02		2.947758E+02		
2020-08-15 05.31.20	4152	(0) OK	2.719607E+02		8.608211E+01		1.485464E+01		3.253617E+01		3.253617E+01		3.966675E+01		7.130577E+00		7.412281E+02		7.523843E+02		2.947785E+02		
2020-08-15 05.32.20	4153	(0) OK	2.724042E+02		8.622186E+01		1.485432E+01		3.251755E+01		3.251755E+01		3.965244E+01		7.134888E+00		7.410613E+02		7.524590E+02		2.947889E+02		
2020-08-15 05.33.20	4154	(0) OK	2.723441E+02		8.620348E+01		1.485464E+01		3.251995E+01		3.251995E+01		3.965063E+01		7.130684E+00		7.411662E+02		7.525655E+02		2.947785E+02		
2020-08-15 05.34.20	4155	(0) OK	2.724344E+02		8.623256E+01		1.485492E+01		3.251601E+01		3.251601E+01		3.964954E+01		7.133522E+00		7.414395E+02		7.522523E+02		2.947691E+02		
2020-08-15 05.35.20	4156	(0) OK	2.720346E+02		8.610642E+01		1.485514E+01		3.253282E+01		3.253282E+01		3.966272E+01		7.129898E+00		7.415012E+02		7.523433E+02		2.947617E+02		
2020-08-15 05.36.20	4157	(0) OK	2.718283E+02		8.604099E+01		1.485506E+01		3.254160E+01		3.254160E+01		3.967261E+01		7.131012E+00		7.413299E+02		7.522961E+02		2.947645E+02		
2020-08-15 05.37.20	4158	(0) OK	2.716544E+02		8.598635E+01		1.485529E+01		3.254887E+01		3.254887E+01		3.967712E+01		7.128258E+00		7.414479E+02		7.524921E+02		2.947569E+02		
2020-08-15 05.38.20	4159	(0) OK	2.721138E+02		8.612914E+01		1.485388E+01		3.253002E+01		3.253002E+01		3.965869E+01		7.128670E+00		7.416290E+02		7.523462E+02		2.948034E+02		
2020-08-15 05.39.20	4160	(0) OK	2.719230E+02		8.606960E+01		1.485433E+01		3.253790E+01		3.253790E+01		3.966890E+01		7.130997E+00		7.414506E+02		7.524350E+02		2.947887E+02		
2020-08-15 05.40.20	4161	(0) OK	2.723940E+02		8.621892E+01		1.485447E+01		3.251791E+01		3.251791E+01		3.965448E+01		7.136566E+00		7.416908E+02		7.524181E+02		2.947839E+02		
2020-08-15 05.41.20	4162	(0) OK	2.720856E+02		8.612011E+01		1.485381E+01		3.253124E+01		3.253124E+01		3.966618E+01		7.134941E+00		7.414771E+02		7.524126E+02		2.948058E+02		
2020-08-15 05.42.20	4163	(0) OK	2.719963E+02		8.609145E+01		1.485360E+01		3.253511E+01		3.253511E+01		3.966545E+01		7.130341E+00		7.414049E+02		7.524430E+02		2.948127E+02		
2020-08-15 05.43.20	4164	(0) OK	2.720008E+02		8.609104E+01		1.485264E+01		3.253534E+01		3.253534E+01		3.966966E+01		7.134323E+00		7.417029E+02		7.523853E+02		2.948445E+02		
2020-08-15 05.44.20	4165	(0) OK	2.718319E+02		8.603848E+01		1.485311E+01		3.254229E+01		3.254229E+01		3.966902E+01		7.126732E+00		7.413575E+02		7.526691E+02		2.948291E+02		
2020-08-15 05.45.20	4166	(0) OK	2.720870E+02		8.611787E+01		1.485238E+01		3.253181E+01		3.253181E+01		3.966219E+01		7.130379E+00		7.410977E+02		7.525327E+02		2.948531E+02		
2020-08-15 05.46.20	4167	(0) OK	2.724948E+02		8.624792E+01		1.485291E+01		3.251434E+01		3.251434E+01		3.964702E+01		7.132683E+00		7.409020E+02		7.526422E+02		2.948358E+02		
2020-08-15 05.47.20	4168	(0) OK	2.713356E+02		8.588363E+01		1.485432E+01		3.256281E+01		3.256281E+01		3.969336E+01		7.130547E+00		7.425036E+02		7.524019E+02		2.947889E+02		
2020-08-15 05.48.20	4169	(0) OK	2.690035E+02		8.514683E+01		1.485504E+01		3.266203E+01		3.266203E+01		3.978391E+01		7.121872E+00		7.451985E+02		7.523936E+02		2.947651E+02		
2020-08-15 05.49.20	4170	(0) OK	2.684502E+02		8.497062E+01		1.485447E+01		3.268605E+01		3.268605E+01		3.981908E+01		7.133026E+00		7.462917E+02		7.524798E+02		2.947840E+02		
2020-08-15 05.50.20	4171	(0) OK	2.681082E+02		8.486303E+01		1.485483E+01		3.270062E+01		3.270062E+01		3.983374E+01		7.133118E+00		7.464459E+02		7.526016E+02		2.947721E+02		
2020-08-15 05.51.20	4172	(0) OK	2.683148E+02		8.492770E+01		1.485443E+01		3.269189E+01		3.269189E+01		3.983020E+01		7.138306E+00		7.465762E+02		7.525186E+02		2.947852E+02		
2020-08-15 05.52.20	4173	(0) OK	2.686482E+02		8.503165E+01		1.485359E+01		3.267793E+01		3.267793E+01		3.981548E+01		7.137550E+00		7.463630E+02		7.523112E+02		2.948130E+02		
2020-08-15 05.53.20	4174	(0) OK	2.690854E+02		8.517071E+01		1.485396E+01		3.265900E+01		3.265900E+01		3.979007E+01		7.131073E+00		7.455082E+02		7.525381E+02		2.948010E+02		
2020-08-15 05.54.20	4175	(0) OK	2.689056E+02		8.511380E+01		1.485393E+01		3.266672E+01		3.266672E+01		3.979771E+01		7.130997E+00		7.451776E+02		7.526780E+02		2.948017E+02		
2020-08-15 05.55.20	4176	(0) OK	2.690029E+02		8.514376E+01		1.485348E+01		3.266274E+01		3.266274E+01		3.978697E+01		7.124229E+00		7.455408E+02		7.522317E+02		2.948168E+02		
2020-08-15 05.56.20	4177	(0) OK	2.689345E+02		8.512148E+01		1.485316E+01		3.266582E+01		3.266582E+01		3.979437E+01		7.128555E+00		7.456429E+02		7.524119E+02		2.948272E+02		
2020-08-15 05.57.20	4178	(0) OK	2.693493E+02		8.525172E+01		1.485257E+01		3.264828E+01		3.264828E+01		3.978102E+01		7.132736E+00		7.452198E+02		7.524525E+02		2.948469E+02		
2020-08-15 05.58.20	4179	(0) OK	2.697429E+02		8.537343E+01		1.485103E+01		3.263211E+01		3.263211E+01		3.976285E+01		7.130737E+00		7.443536E+02		7.526862E+02		2.948976E+02		
2020-08-15 05.59.20	4180	(0) OK	2.704240E+02		8.558894E+01		1.485102E+01		3.260303E+01		3.260303E+01		3.972653E+01		7.123497E+00		7.437624E+02		7.523697E+02		2.948980E+02		
2020-08-15 06.00.20	4181	(0) OK	2.707880E+02		8.570332E+01		1.485055E+01		3.258773E+01		3.258773E+01		3.972389E+01		7.136162E+00		7.433918E+02		7.526710E+02		2.949135E+02		
2020-08-15 06.01.20	4182	(0) OK	2.710699E+02		8.579205E+01		1.485029E+01		3.257585E+01		3.257585E+01		3.971034E+01		7.134491E+00		7.431417E+02		7.525019E+02		2.949222E+02		
2020-08-15 06.02.20	4183	(0) OK	2.711308E+02		8.581239E+01		1.485085E+01		3.257302E+01		3.257302E+01		3.970616E+01		7.133141E+00		7.432393E+02		7.523769E+02		2.949038E+02		
2020-08-15 06.03.20	4184	(0) OK	2.706318E+02		8.565234E+01		1.484974E+01		3.259473E+01		3.259473E+01		3.972258E+01		7.127846E+00		7.433646E+02		7.525016E+02		2.949403E+02		
2020-08-15 06.04.20	4185	(0) OK	2.707701E+02		8.569843E+01		1.485099E+01		3.258830E+01		3.258830E+01		3.972227E+01		7.133972E+00		7.434248E+02		7.522928E+02		2.948991E+02		
2020-08-15 06.05.20	4186	(0) OK	2.695357E+02		8.530702E+01		1.485058E+01		3.264117E+01		3.264117E+01		3.977194E+01		7.130768E+00		7.443914E+02		7.524977E+02		2.949128E+02		
2020-08-15 06.06.20	4187	(0) OK	2.697722E+02		8.538138E+01		1.485031E+01		3.263117E+01		3.263117E+01		3.976007E+01		7.128899E+00		7.448340E+02		7.525862E+02		2.949217E+02		
2020-08-15 06.07.20	4188	(0) OK	2.691769E+02		8.519212E+01		1.484985E+01		3.265686E+01		3.265686E+01		3.979538E+01		7.138519E+00		7.455123E+02		7.524286E+02		2.949369E+02		
2020-08-15 06.08.20	4189	(0) OK	2.689407E+02		8.511787E+01		1.485014E+01		3.266687E+01		3.266687E+01		3.980264E+01		7.135773E+00		7.457543E+02		7.524371E+02		2.949273E+02		
2020-08-15 06.09.20	4190	(0) OK	2.683421E+02		8.492544E+01		1.484851E+01		3.269331E+01		3.269331E+01		3.982413E+01		7.130821E+00		7.458931E+02		7.526616E+02		2.949812E+02		
2020-08-15 06.10.20	4191	(0) OK	2.678448E+02		8.476625E+01		1.484752E+01		3.271516E+01		3.271516E+01		3.985153E+01		7.136368E+00		7.470375E+02		7.521651E+02		2.950138E+02		
2020-08-15 06.11.20	4192	(0) OK	2.680462E+02		8.483216E+01		1.484873E+01		3.270596E+01		3.270596E+01		3.983505E+01		7.129097E+00		7.471106E+02		7.522886E+02		2.949738E+02		
2020-08-15 06.12.20	4193	(0) OK	2.680729E+02		8.483990E+01		1.484832E+01		3.270498E+01		3.270498E+01		3.983536E+01		7.130379E+00		7.465303E+02		7.525517E+02		2.949872E+02		
2020-08-15 06.13.20	4194	(0) OK	2.685658E+02		8.499661E+01		1.484871E+01		3.268359E+01		3.268359E+01		3.981793E+01		7.134338E+00		7.464645E+02		7.521057E+02		2.949744E+02		
2020-08-15 06.14.20	4195	(0) OK	2.685150E+02		8.498090E+01		1.484890E+01		3.268569E+01		3.268569E+01		3.981595E+01		7.130257E+00		7.463301E+02		7.527210E+02		2.949680E+02		
2020-08-15 06.15.20	4196	(0) OK	2.684044E+02		8.494733E+01		1.484969E+01		3.269011E+01		3.269011E+01		3.981538E+01		7.125275E+00		7.461866E+02		7.524263E+02		2.949421E+02		
2020-08-15 06.16.20	4197	(0) OK	2.682456E+02		8.489783E+01		1.485009E+01		3.269677E+01		3.269677E+01		3.982846E+01		7.131691E+00		7.463490E+02		7.527293E+02		2.949290E+02		
2020-08-15 06.17.20	4198	(0) OK	2.687074E+02		8.504488E+01		1.485058E+01		3.267670E+01		3.267670E+01		3.980846E+01		7.131760E+00		7.463270E+02		7.521745E+02		2.949128E+02		
2020-08-15 06.18.20	4199	(0) OK	2.693303E+02		8.524263E+01		1.485092E+01		3.264982E+01		3.264982E+01		3.978151E+01		7.131691E+00		7.455792E+02		7.527411E+02		2.949013E+02		
2020-08-15 06.19.20	4200	(0) OK	2.693128E+02		8.523732E+01		1.485103E+01		3.265052E+01		3.265052E+01		3.977354E+01		7.123024E+00		7.452441E+02		7.523723E+02		2.948977E+02		
2020-08-15 06.20.20	4201	(0) OK	2.699639E+02		8.544440E+01		1.485160E+01		3.262241E+01		3.262241E+01		3.975615E+01		7.133736E+00		7.445073E+02		7.523493E+02		2.948788E+02		
2020-08-15 06.21.20	4202	(0) OK	2.694616E+02		8.528545E+01		1.485159E+01		3.264390E+01		3.264390E+01		3.977600E+01		7.132103E+00		7.447305E+02		7.522993E+02		2.948792E+02		
2020-08-15 06.22.20	4203	(0) OK	2.696945E+02		8.535892E+01		1.485148E+01		3.263399E+01		3.263399E+01		3.977022E+01		7.136230E+00		7.445843E+02		7.525288E+02		2.948830E+02		
2020-08-15 06.23.20	4204	(0) OK	2.694489E+02		8.528242E+01		1.485216E+01		3.264420E+01		3.264420E+01		3.977312E+01		7.128914E+00		7.446852E+02		7.523083E+02		2.948605E+02		
2020-08-15 06.24.20	4205	(0) OK	2.692655E+02		8.522228E+01		1.485103E+01		3.265255E+01		3.265255E+01		3.977736E+01		7.124809E+00		7.450645E+02		7.523257E+02		2.948978E+02		
2020-08-15 06.25.20	4206	(0) OK	2.687975E+02		8.507335E+01		1.485056E+01		3.267283E+01		3.267283E+01		3.980077E+01		7.127937E+00		7.460012E+02		7.524059E+02		2.949134E+02		
2020-08-15 06.26.20	4207	(0) OK	2.682795E+02		8.490994E+01		1.485086E+01		3.269498E+01		3.269498E+01		3.982512E+01		7.130142E+00		7.463932E+02		7.525621E+02		2.949034E+02		
2020-08-15 06.27.20	4208	(0) OK	2.679727E+02		8.481386E+01		1.485140E+01		3.270795E+01		3.270795E+01		3.984128E+01		7.133324E+00		7.470583E+02		7.525592E+02		2.948855E+02		
2020-08-15 06.28.20	4209	(0) OK	2.671612E+02		8.455674E+01		1.485127E+01		3.274306E+01		3.274306E+01		3.987703E+01		7.133972E+00		7.481793E+02		7.525152E+02		2.948900E+02		
2020-08-15 06.29.20	4210	(0) OK	2.662729E+02		8.427570E+01		1.485132E+01		3.278155E+01		3.278155E+01		3.991269E+01		7.131142E+00		7.488085E+02		7.525713E+02		2.948883E+02		
2020-08-15 06.30.20	4211	(0) OK	2.650817E+02		8.389941E+01		1.485172E+01		3.283326E+01		3.283326E+01		3.995976E+01		7.126503E+00		7.503597E+02		7.526175E+02		2.948751E+02		
2020-08-15 06.31.20	4212	(0) OK	2.640782E+02		8.358147E+01		1.485152E+01		3.287727E+01		3.287727E+01		4.001073E+01		7.133453E+00		7.528174E+02		7.525619E+02		2.948814E+02		
2020-08-15 06.32.20	4213	(0) OK	2.623803E+02		8.304485E+01		1.485197E+01		3.295187E+01		3.295187E+01		4.008321E+01		7.131340E+00		7.543539E+02		7.523409E+02		2.948666E+02		
2020-08-15 06.33.20	4214	(0) OK	2.617308E+02		8.284071E+01		1.485275E+01		3.298029E+01		3.298029E+01		4.011620E+01		7.135910E+00		7.554755E+02		7.523759E+02		2.948409E+02		
2020-08-15 06.34.20	4215	(0) OK	2.616893E+02		8.282624E+01		1.485203E+01		3.298244E+01		3.298244E+01		4.011359E+01		7.131142E+00		7.553288E+02		7.523784E+02		2.948647E+02		
2020-08-15 06.35.20	4216	(0) OK	2.627620E+02		8.316735E+01		1.485291E+01		3.293459E+01		3.293459E+01		4.006592E+01		7.131325E+00		7.548541E+02		7.518301E+02		2.948356E+02		
2020-08-15 06.36.20	4217	(0) OK	2.633597E+02		8.335632E+01		1.485278E+01		3.290830E+01		3.290830E+01		4.003944E+01		7.131142E+00		7.531917E+02		7.521786E+02		2.948399E+02		
2020-08-15 06.37.20	4218	(0) OK	2.634524E+02		8.338649E+01		1.485325E+01		3.290401E+01		3.290401E+01		4.003584E+01		7.131828E+00		7.528539E+02		7.522112E+02		2.948245E+02		
2020-08-15 06.38.20	4219	(0) OK	2.636048E+02		8.343397E+01		1.485282E+01		3.289750E+01		3.289750E+01		4.002968E+01		7.132179E+00		7.531390E+02		7.523400E+02		2.948386E+02		
2020-08-15 06.39.20	4220	(0) OK	2.627516E+02		8.316433E+01		1.485307E+01		3.293498E+01		3.293498E+01		4.006212E+01		7.127136E+00		7.538499E+02		7.523716E+02		2.948304E+02		
2020-08-15 06.40.20	4221	(0) OK	2.627953E+02		8.317932E+01		1.485368E+01		3.293279E+01		3.293279E+01		4.006323E+01		7.130447E+00		7.545725E+02		7.523982E+02		2.948100E+02		
2020-08-15 06.41.20	4222	(0) OK	2.620115E+02		8.293141E+01		1.485380E+01		3.296738E+01		3.296738E+01		4.010292E+01		7.135536E+00		7.549482E+02		7.526740E+02		2.948061E+02		
2020-08-15 06.42.20	4223	(0) OK	2.618719E+02		8.288744E+01		1.485391E+01		3.297353E+01		3.297353E+01		4.010687E+01		7.133347E+00		7.549116E+02		7.525937E+02		2.948026E+02		
2020-08-15 06.43.20	4224	(0) OK	2.615264E+02		8.277686E+01		1.485324E+01		3.298914E+01		3.298914E+01		4.011404E+01		7.124901E+00		7.555259E+02		7.525381E+02		2.948246E+02		
2020-08-15 06.44.20	4225	(0) OK	2.613411E+02		8.271905E+01		1.485369E+01		3.299718E+01		3.299718E+01		4.012794E+01		7.130768E+00		7.556458E+02		7.525697E+02		2.948099E+02		
2020-08-15 06.45.20	4226	(0) OK	2.617809E+02		8.285630E+01		1.485259E+01		3.297813E+01		3.297813E+01		4.010883E+01		7.130692E+00		7.553151E+02		7.520032E+02		2.948462E+02		
2020-08-15 06.46.20	4227	(0) OK	2.641590E+02		8.360548E+01		1.485069E+01		3.287409E+01		3.287409E+01		4.000348E+01		7.129387E+00		7.522700E+02		7.522994E+02		2.949089E+02		
2020-08-15 06.47.20	4228	(0) OK	2.657836E+02		8.411961E+01		1.485064E+01		3.280312E+01		3.280312E+01		3.992950E+01		7.126381E+00		7.495425E+02		7.524468E+02		2.949107E+02		
2020-08-15 06.48.20	4229	(0) OK	2.684277E+02		8.495271E+01		1.484859E+01		3.268958E+01		3.268958E+01		3.981601E+01		7.126427E+00		7.466586E+02		7.522978E+02		2.949784E+02		
2020-08-15 06.49.20	4230	(0) OK	2.707759E+02		8.569411E+01		1.484765E+01		3.258951E+01		3.258951E+01		3.971909E+01		7.129578E+00		7.427177E+02		7.520641E+02		2.950095E+02		
2020-08-15 06.50.20	4231	(0) OK	2.709235E+02		8.574314E+01		1.484892E+01		3.258268E+01		3.258268E+01		3.971400E+01		7.131325E+00		7.427638E+02		7.522377E+02		2.949677E+02		
2020-08-15 06.51.20	4232	(0) OK	2.709592E+02		8.575553E+01		1.484948E+01		3.258091E+01		3.258091E+01		3.971767E+01		7.136757E+00		7.433545E+02		7.520342E+02		2.949490E+02		
2020-08-15 06.52.20	4233	(0) OK	2.705891E+02		8.563887E+01		1.484978E+01		3.259654E+01		3.259654E+01		3.972847E+01		7.131927E+00		7.436992E+02		7.519549E+02		2.949392E+02		
2020-08-15 06.53.20	4234	(0) OK	2.696986E+02		8.535699E+01		1.484974E+01		3.263457E+01		3.263457E+01		3.975949E+01		7.124924E+00		7.445908E+02		7.522689E+02		2.949403E+02		
2020-08-15 06.54.20	4235	(0) OK	2.692408E+02		8.521329E+01		1.485036E+01		3.265390E+01		3.265390E+01		3.977943E+01		7.125534E+00		7.450795E+02		7.522439E+02		2.949198E+02		
2020-08-15 06.55.20	4236	(0) OK	2.688461E+02		8.508770E+01		1.485001E+01		3.267099E+01		3.267099E+01		3.980281E+01		7.131821E+00		7.458990E+02		7.517947E+02		2.949316E+02		
2020-08-15 06.56.20	4237	(0) OK	2.678765E+02		8.478082E+01		1.485002E+01		3.271271E+01		3.271271E+01		3.983885E+01		7.126144E+00		7.469163E+02		7.521426E+02		2.949312E+02		
2020-08-15 06.57.20	4238	(0) OK	2.673894E+02		8.462723E+01		1.485030E+01		3.273361E+01		3.273361E+01		3.986363E+01		7.130020E+00		7.472032E+02		7.523146E+02		2.949219E+02		
2020-08-15 06.58.20	4239	(0) OK	2.673201E+02		8.460595E+01		1.485067E+01		3.273645E+01		3.273645E+01		3.987276E+01		7.136307E+00		7.478668E+02		7.518326E+02		2.949097E+02		
2020-08-15 06.59.20	4240	(0) OK	2.654120E+02		8.400434E+01		1.485194E+01		3.281875E+01		3.281875E+01		3.995357E+01		7.134819E+00		7.500811E+02		7.524921E+02		2.948677E+02		
2020-08-15 07.00.20	4241	(0) OK	2.649594E+02		8.385996E+01		1.485132E+01		3.283878E+01		3.283878E+01		3.997472E+01		7.135941E+00		7.507244E+02		7.524160E+02		2.948881E+02		
2020-08-15 07.01.20	4242	(0) OK	2.635404E+02		8.341274E+01		1.485236E+01		3.290054E+01		3.290054E+01		4.002678E+01		7.126244E+00		7.527250E+02		7.524384E+02		2.948539E+02		
2020-08-15 07.02.20	4243	(0) OK	2.620580E+02		8.294231E+01		1.485166E+01		3.296626E+01		3.296626E+01		4.010190E+01		7.135635E+00		7.547342E+02		7.523767E+02		2.948769E+02		
2020-08-15 07.03.20	4244	(0) OK	2.613997E+02		8.273507E+01		1.485229E+01		3.299519E+01		3.299519E+01		4.012738E+01		7.132195E+00		7.564985E+02		7.526053E+02		2.948561E+02		
2020-08-15 07.04.20	4245	(0) OK	2.612409E+02		8.268417E+01		1.485192E+01		3.300240E+01		3.300240E+01		4.013313E+01		7.130730E+00		7.564086E+02		7.526105E+02		2.948684E+02		
2020-08-15 07.05.20	4246	(0) OK	2.606894E+02		8.250970E+01		1.485198E+01		3.302692E+01		3.302692E+01		4.015349E+01		7.126564E+00		7.565313E+02		7.524063E+02		2.948665E+02		
2020-08-15 07.06.20	4247	(0) OK	2.624338E+02		8.305912E+01		1.485048E+01		3.295016E+01		3.295016E+01		4.008119E+01		7.131035E+00		7.545602E+02		7.525247E+02		2.949159E+02		
2020-08-15 07.07.20	4248	(0) OK	2.633898E+02		8.336304E+01		1.485124E+01		3.290765E+01		3.290765E+01		4.003789E+01		7.130234E+00		7.516979E+02		7.510039E+02		2.948909E+02		
2020-08-15 07.08.20	4249	(0) OK	2.633545E+02		8.335039E+01		1.485039E+01		3.290958E+01		3.290958E+01		4.004111E+01		7.131531E+00		7.516642E+02		7.509068E+02		2.949189E+02		
2020-08-15 07.09.20	4250	(0) OK	2.627193E+02		8.314878E+01		1.485011E+01		3.293771E+01		3.293771E+01		4.006787E+01		7.130165E+00		7.523096E+02		7.508674E+02		2.949282E+02		
2020-08-15 07.10.20	4251	(0) OK	2.624204E+02		8.305396E+01		1.484998E+01		3.295097E+01		3.295097E+01		4.008287E+01		7.131905E+00		7.534441E+02		7.523350E+02		2.949325E+02		
2020-08-15 07.11.20	4252	(0) OK	2.628562E+02		8.319240E+01		1.485025E+01		3.293160E+01		3.293160E+01		4.006644E+01		7.134834E+00		7.528444E+02		7.520457E+02		2.949237E+02		
2020-08-15 07.12.20	4253	(0) OK	2.626134E+02		8.311341E+01		1.484907E+01		3.294283E+01		3.294283E+01		4.007355E+01		7.130714E+00		7.540180E+02		7.520772E+02		2.949624E+02		
2020-08-15 07.13.20	4254	(0) OK	2.626013E+02		8.311237E+01		1.485063E+01		3.294269E+01		3.294269E+01		4.007480E+01		7.132111E+00		7.629354E+02		7.541046E+02		2.949110E+02		
2020-08-15 07.14.20	4255	(0) OK	2.624299E+02		8.305850E+01		1.485084E+01		3.295017E+01		3.295017E+01		4.008479E+01		7.134621E+00		7.529944E+02		7.534807E+02		2.949041E+02		
2020-08-15 07.15.20	4256	(0) OK	2.630632E+02		8.325636E+01		1.484940E+01		3.292284E+01		3.292284E+01		4.005074E+01		7.127892E+00		7.530840E+02		7.519865E+02		2.949517E+02		
2020-08-15 07.16.20	4257	(0) OK	2.641786E+02		8.360914E+01		1.484929E+01		3.287385E+01		3.287385E+01		4.000768E+01		7.133827E+00		7.439518E+02		7.515784E+02		2.949554E+02		
2020-08-15 07.17.20	4258	(0) OK	2.638013E+02		8.349046E+01		1.484966E+01		3.289024E+01		3.289024E+01		4.002811E+01		7.137863E+00		7.521541E+02		7.512615E+02		2.949430E+02		
2020-08-15 07.18.20	4259	(0) OK	2.625394E+02		8.309367E+01		1.485110E+01		3.294521E+01		3.294521E+01		4.007401E+01		7.128792E+00		7.560475E+02		7.528425E+02		2.948955E+02		
2020-08-15 07.19.20	4260	(0) OK	2.609416E+02		8.258670E+01		1.485041E+01		3.301638E+01		3.301638E+01		4.015002E+01		7.133644E+00		7.557919E+02		7.514011E+02		2.949182E+02		
2020-08-15 07.20.20	4261	(0) OK	2.612597E+02		8.268498E+01		1.484907E+01		3.300282E+01		3.300282E+01		4.013564E+01		7.132820E+00		7.557679E+02		7.516909E+02		2.949625E+02		
2020-08-15 07.21.20	4262	(0) OK	2.613354E+02		8.270901E+01		1.484910E+01		3.299944E+01		3.299944E+01		4.013301E+01		7.133575E+00		7.539252E+02		7.511560E+02		2.949615E+02		
2020-08-15 07.22.20	4263	(0) OK	2.617942E+02		8.285315E+01		1.484850E+01		3.297934E+01		3.297934E+01		4.011003E+01		7.130692E+00		7.512698E+02		7.516740E+02		2.949814E+02		
2020-08-15 07.23.20	4264	(0) OK	2.624224E+02		8.305179E+01		1.484842E+01		3.295156E+01		3.295156E+01		4.008704E+01		7.135475E+00		7.522532E+02		7.514007E+02		2.949840E+02		
2020-08-15 07.24.20	4265	(0) OK	2.648122E+02		8.380923E+01		1.484903E+01		3.284621E+01		3.284621E+01		3.997327E+01		7.127052E+00		7.486771E+02		7.515430E+02		2.949638E+02		
2020-08-15 07.25.20	4266	(0) OK	2.680135E+02		8.482238E+01		1.484903E+01		3.270723E+01		3.270723E+01		3.983948E+01		7.132248E+00		7.431916E+02		7.510668E+02		2.949638E+02		
2020-08-15 07.26.20	4267	(0) OK	2.677273E+02		8.473255E+01		1.484943E+01		3.271940E+01		3.271940E+01		3.984428E+01		7.124886E+00		7.424365E+02		7.511064E+02		2.949508E+02		
2020-08-15 07.27.20	4268	(0) OK	2.654759E+02		8.402000E+01		1.484944E+01		3.281705E+01		3.281705E+01		3.994498E+01		7.127922E+00		7.470980E+02		7.511244E+02		2.949504E+02		
2020-08-15 07.28.20	4269	(0) OK	2.630089E+02		8.323897E+01		1.484927E+01		3.292529E+01		3.292529E+01		4.005684E+01		7.131546E+00		7.525417E+02		7.516105E+02		2.949561E+02		
2020-08-15 07.29.20	4270	(0) OK	2.610530E+02		8.262048E+01		1.484959E+01		3.301178E+01		3.301178E+01		4.014468E+01		7.132904E+00		7.562053E+02		7.515240E+02		2.949453E+02		
